# MOISTURE,KNOT_RATIO,TREERING,E,DENSITY,BEAMHEIGHT,BENDING_STRENGTH,STIFFNES
# %,-,MM,N/MM2,KG/M3,CM,N/MM2,N/MM
1.419999999999999929e+01,1.400000000000000133e-01,3.350000000000000089e+00,1.946400000000000000e+04,6.420000000000000000e+02,1.340000000000000000e+02,5.864999999999999858e+01,1.719288823562666266e+02
1.200000000000000000e+01,8.000000000000000167e-02,2.359999999999999876e+00,1.834700000000000000e+04,6.370000000000000000e+02,1.340000000000000000e+02,7.545000000000000284e+01,1.620622279382667443e+02
1.190000000000000036e+01,2.000000000000000111e-01,5.110000000000000320e+00,1.623900000000000000e+04,5.770000000000000000e+02,1.340000000000000000e+02,6.004999999999999716e+01,1.434418989202329442e+02
1.359999999999999964e+01,2.399999999999999911e-01,2.819999999999999840e+00,1.712000000000000000e+04,5.800000000000000000e+02,1.340000000000000000e+02,4.525000000000000000e+01,1.512239244728362451e+02
1.300000000000000000e+01,2.600000000000000089e-01,4.469999999999999751e+00,1.651900000000000000e+04,5.930000000000000000e+02,1.330000000000000000e+02,6.615999999999999659e+01,1.481343979568411555e+02
1.280000000000000071e+01,2.899999999999999800e-01,1.659999999999999920e+00,1.881900000000000000e+04,6.590000000000000000e+02,1.330000000000000000e+02,5.134000000000000341e+01,1.687596849173553721e+02
1.350000000000000000e+01,1.700000000000000122e-01,2.629999999999999893e+00,1.780200000000000000e+04,6.360000000000000000e+02,1.330000000000000000e+02,5.767000000000000171e+01,1.596397210743801622e+02
1.359999999999999964e+01,3.200000000000000067e-01,4.639999999999999680e+00,1.563700000000000000e+04,5.720000000000000000e+02,1.340000000000000000e+02,5.243999999999999773e+01,1.381243286788399871e+02
1.400000000000000000e+01,1.100000000000000006e-01,3.350000000000000089e+00,1.318900000000000000e+04,6.900000000000000000e+02,1.340000000000000000e+02,6.543999999999999773e+01,1.165007207869297474e+02
1.269999999999999929e+01,0.000000000000000000e+00,4.500000000000000000e+00,1.812100000000000000e+04,6.060000000000000000e+02,1.330000000000000000e+02,6.492000000000000171e+01,1.625003587006428063e+02
1.400000000000000000e+01,2.899999999999999800e-01,4.290000000000000036e+00,1.471600000000000000e+04,5.530000000000000000e+02,1.340000000000000000e+02,4.688000000000000256e+01,1.299889761998982749e+02
1.359999999999999964e+01,3.200000000000000067e-01,3.339999999999999858e+00,1.625200000000000000e+04,6.240000000000000000e+02,1.340000000000000000e+02,5.263000000000000256e+01,1.435567301712929122e+02
1.369999999999999929e+01,2.899999999999999800e-01,4.230000000000000426e+00,1.500500000000000000e+04,5.390000000000000000e+02,1.340000000000000000e+02,5.711999999999999744e+01,1.325417632426932357e+02
1.380000000000000071e+01,3.499999999999999778e-01,2.879999999999999893e+00,2.009200000000000000e+04,6.570000000000000000e+02,1.320000000000000000e+02,6.317999999999999972e+01,1.829366004312103655e+02
1.309999999999999964e+01,1.499999999999999944e-01,2.890000000000000124e+00,2.013000000000000000e+04,6.560000000000000000e+02,1.340000000000000000e+02,7.153000000000000114e+01,1.778117756798010305e+02
1.330000000000000071e+01,3.499999999999999778e-01,4.549999999999999822e+00,1.490300000000000000e+04,5.390000000000000000e+02,1.330000000000000000e+02,4.345000000000000284e+01,1.336428919880624449e+02
1.340000000000000036e+01,2.999999999999999889e-01,3.310000000000000053e+00,1.568400000000000000e+04,5.800000000000000000e+02,1.340000000000000000e+02,4.439000000000000057e+01,1.385394878172876076e+02
1.180000000000000071e+01,3.599999999999999867e-01,4.549999999999999822e+00,1.373800000000000000e+04,5.760000000000000000e+02,1.340000000000000000e+02,3.910999999999999943e+01,1.213501328509243109e+02
1.100000000000000000e+01,2.800000000000000266e-01,3.830000000000000071e+00,1.811000000000000000e+04,5.960000000000000000e+02,1.330000000000000000e+02,6.143999999999999773e+01,1.624017160238751103e+02
1.280000000000000071e+01,2.399999999999999911e-01,3.660000000000000142e+00,1.599800000000000000e+04,6.240000000000000000e+02,1.340000000000000000e+02,3.338000000000000256e+01,1.413131041890440542e+02
1.300000000000000000e+01,8.000000000000000167e-02,3.830000000000000071e+00,1.717600000000000000e+04,5.920000000000000000e+02,1.340000000000000000e+02,5.775999999999999801e+01,1.517185821697100039e+02
1.259999999999999964e+01,4.000000000000000222e-01,4.099999999999999645e+00,1.753100000000000000e+04,6.320000000000000000e+02,1.340000000000000000e+02,6.053000000000000114e+01,1.548543586409633406e+02
1.400000000000000000e+01,2.099999999999999922e-01,2.160000000000000142e+00,2.004000000000000000e+04,6.510000000000000000e+02,1.340000000000000000e+02,4.947999999999999687e+01,1.770167900955396192e+02
1.290000000000000036e+01,5.000000000000000278e-02,2.660000000000000142e+00,1.826200000000000000e+04,6.360000000000000000e+02,1.340000000000000000e+02,8.645999999999999375e+01,1.613114082197976416e+02
1.250000000000000000e+01,8.000000000000000167e-02,2.459999999999999964e+00,1.830900000000000000e+04,6.030000000000000000e+02,1.340000000000000000e+02,5.110000000000000142e+01,1.617265673582452621e+02
1.400000000000000000e+01,8.999999999999999667e-02,2.370000000000000107e+00,1.819300000000000000e+04,6.240000000000000000e+02,1.340000000000000000e+02,8.279000000000000625e+01,1.607019192718638863e+02
1.330000000000000071e+01,3.300000000000000155e-01,2.330000000000000071e+00,1.699200000000000000e+04,6.170000000000000000e+02,1.330000000000000000e+02,3.062999999999999901e+01,1.523760330578512594e+02
1.309999999999999964e+01,1.100000000000000006e-01,2.669999999999999929e+00,1.890900000000000000e+04,6.670000000000000000e+02,1.340000000000000000e+02,7.571999999999999886e+01,1.670264712533212901e+02
1.280000000000000071e+01,5.999999999999999778e-02,2.509999999999999787e+00,1.925900000000000000e+04,5.990000000000000000e+02,1.320000000000000000e+02,7.432999999999999829e+01,1.753521793601772174e+02
1.250000000000000000e+01,5.999999999999999778e-02,3.209999999999999964e+00,1.676900000000000000e+04,6.050000000000000000e+02,1.330000000000000000e+02,5.246999999999999886e+01,1.503762769742883449e+02
1.350000000000000000e+01,2.899999999999999800e-01,4.870000000000000107e+00,1.453900000000000000e+04,5.430000000000000000e+02,1.340000000000000000e+02,3.600999999999999801e+01,1.284255045508508317e+02
1.180000000000000071e+01,1.199999999999999956e-01,2.259999999999999787e+00,1.860500000000000000e+04,5.940000000000000000e+02,1.330000000000000000e+02,8.096999999999999886e+01,1.668406364784205778e+02
1.300000000000000000e+01,3.400000000000000244e-01,2.540000000000000036e+00,1.664500000000000000e+04,6.320000000000000000e+02,1.320000000000000000e+02,3.014000000000000057e+01,1.515518472117010162e+02
1.380000000000000071e+01,1.499999999999999944e-01,2.520000000000000018e+00,2.019000000000000000e+04,6.600000000000000000e+02,1.330000000000000000e+02,6.146000000000000085e+01,1.810541494490358048e+02
1.240000000000000036e+01,1.000000000000000056e-01,2.870000000000000107e+00,1.868000000000000000e+04,6.030000000000000000e+02,1.330000000000000000e+02,7.953000000000000114e+01,1.675132001836547317e+02
1.319999999999999929e+01,1.600000000000000033e-01,4.830000000000000071e+00,1.459600000000000000e+04,5.650000000000000000e+02,1.360000000000000000e+02,4.742999999999999972e+01,1.251371742112483219e+02
1.300000000000000000e+01,8.999999999999999667e-02,3.419999999999999929e+00,1.701200000000000000e+04,6.400000000000000000e+02,1.360000000000000000e+02,6.875000000000000000e+01,1.458504801097394079e+02
1.350000000000000000e+01,1.400000000000000133e-01,3.819999999999999840e+00,1.583800000000000000e+04,6.050000000000000000e+02,1.360000000000000000e+02,6.918999999999999773e+01,1.357853223593964742e+02
1.319999999999999929e+01,4.000000000000000222e-01,5.250000000000000000e+00,1.313500000000000000e+04,5.650000000000000000e+02,1.370000000000000000e+02,4.834000000000000341e+01,1.109614916738754715e+02
1.359999999999999964e+01,3.800000000000000044e-01,3.509999999999999787e+00,1.295000000000000000e+04,5.750000000000000000e+02,1.370000000000000000e+02,4.943999999999999773e+01,1.093986537629758118e+02
1.400000000000000000e+01,2.999999999999999889e-01,4.150000000000000355e+00,1.379400000000000000e+04,6.220000000000000000e+02,1.370000000000000000e+02,4.832000000000000028e+01,1.165285737456747768e+02
1.369999999999999929e+01,1.400000000000000133e-01,5.540000000000000036e+00,1.273300000000000000e+04,5.440000000000000000e+02,1.370000000000000000e+02,6.149000000000000199e+01,1.075654871323529704e+02
1.340000000000000036e+01,3.200000000000000067e-01,5.580000000000000071e+00,1.232200000000000000e+04,5.320000000000000000e+02,1.370000000000000000e+02,3.615999999999999659e+01,1.040934526384083370e+02
1.280000000000000071e+01,2.500000000000000000e-01,4.269999999999999574e+00,1.236600000000000000e+04,5.230000000000000000e+02,1.370000000000000000e+02,4.282999999999999829e+01,1.044651546280277188e+02
1.340000000000000036e+01,3.599999999999999867e-01,4.400000000000000355e+00,1.226500000000000000e+04,5.080000000000000000e+02,1.370000000000000000e+02,3.071000000000000085e+01,1.036119296064014179e+02
1.269999999999999929e+01,4.299999999999999933e-01,4.669999999999999929e+00,1.184800000000000000e+04,5.410000000000000000e+02,1.370000000000000000e+02,1.933999999999999986e+01,1.000892084775086772e+02
1.330000000000000071e+01,1.499999999999999944e-01,4.709999999999999964e+00,1.227100000000000000e+04,4.980000000000000000e+02,1.370000000000000000e+02,5.360000000000000142e+01,1.036626162413495109e+02
1.340000000000000036e+01,4.199999999999999845e-01,4.669999999999999929e+00,1.272500000000000000e+04,5.360000000000000000e+02,1.370000000000000000e+02,2.176999999999999957e+01,1.074979049524221750e+02
1.250000000000000000e+01,2.600000000000000089e-01,4.450000000000000178e+00,1.101200000000000000e+04,6.250000000000000000e+02,1.370000000000000000e+02,2.187000000000000099e+01,9.302687067474050764e+01
1.390000000000000036e+01,4.099999999999999756e-01,5.129999999999999893e+00,1.331000000000000000e+04,5.220000000000000000e+02,1.370000000000000000e+02,4.409000000000000341e+01,1.124398518598616192e+02
1.409999999999999964e+01,3.400000000000000244e-01,4.610000000000000320e+00,1.264600000000000000e+04,5.500000000000000000e+02,1.370000000000000000e+02,4.617000000000000171e+01,1.068305309256055722e+02
1.380000000000000071e+01,2.700000000000000178e-01,4.769999999999999574e+00,1.158400000000000000e+04,5.340000000000000000e+02,1.370000000000000000e+02,4.185999999999999943e+01,9.785899653979241464e+01
1.319999999999999929e+01,4.400000000000000022e-01,4.750000000000000000e+00,1.030500000000000000e+04,4.850000000000000000e+02,1.370000000000000000e+02,3.442000000000000171e+01,8.705429552335642995e+01
1.359999999999999964e+01,2.099999999999999922e-01,5.169999999999999929e+00,1.285500000000000000e+04,6.020000000000000000e+02,1.370000000000000000e+02,4.936999999999999744e+01,1.085961153762976039e+02
1.450000000000000000e+01,1.300000000000000044e-01,5.219999999999999751e+00,1.220200000000000000e+04,5.450000000000000000e+02,1.370000000000000000e+02,5.482000000000000028e+01,1.030797199394463917e+02
1.340000000000000036e+01,3.499999999999999778e-01,3.959999999999999964e+00,1.416300000000000000e+04,6.130000000000000000e+02,1.360000000000000000e+02,2.492000000000000171e+01,1.214248971193416082e+02
1.450000000000000000e+01,2.800000000000000266e-01,6.129999999999999893e+00,1.156800000000000000e+04,5.590000000000000000e+02,1.370000000000000000e+02,4.115999999999999659e+01,9.772383217993082383e+01
1.390000000000000036e+01,2.600000000000000089e-01,5.639999999999999680e+00,1.126700000000000000e+04,5.630000000000000000e+02,1.370000000000000000e+02,2.307999999999999829e+01,9.518105266003463782e+01
1.290000000000000036e+01,2.600000000000000089e-01,4.400000000000000355e+00,1.214300000000000000e+04,5.590000000000000000e+02,1.370000000000000000e+02,3.496999999999999886e+01,1.025813013624567844e+02
1.390000000000000036e+01,4.400000000000000022e-01,4.500000000000000000e+00,1.383100000000000000e+04,5.810000000000000000e+02,1.360000000000000000e+02,1.566000000000000014e+01,1.185785322359396616e+02
1.409999999999999964e+01,2.500000000000000000e-01,3.649999999999999911e+00,1.398700000000000000e+04,5.460000000000000000e+02,1.370000000000000000e+02,6.146999999999999886e+01,1.181589938365052461e+02
1.409999999999999964e+01,2.399999999999999911e-01,3.870000000000000107e+00,1.501400000000000000e+04,5.990000000000000000e+02,1.370000000000000000e+02,4.256000000000000227e+01,1.268348561851211542e+02
1.450000000000000000e+01,4.099999999999999756e-01,6.049999999999999822e+00,1.078500000000000000e+04,5.930000000000000000e+02,1.370000000000000000e+02,1.632999999999999829e+01,9.110922631920418269e+01
1.290000000000000036e+01,2.800000000000000266e-01,4.160000000000000142e+00,1.118500000000000000e+04,5.740000000000000000e+02,1.370000000000000000e+02,3.777000000000000313e+01,9.448833531574398137e+01
1.259999999999999964e+01,2.000000000000000111e-01,6.000000000000000000e+00,9.406000000000000000e+03,5.090000000000000000e+02,1.370000000000000000e+02,3.677000000000000313e+01,7.945974805363324833e+01
1.330000000000000071e+01,1.199999999999999956e-01,3.220000000000000195e+00,1.294700000000000000e+04,5.910000000000000000e+02,1.370000000000000000e+02,3.252000000000000313e+01,1.093733104455017582e+02
1.350000000000000000e+01,2.200000000000000011e-01,3.040000000000000036e+00,1.603200000000000000e+04,6.260000000000000000e+02,1.370000000000000000e+02,4.870000000000000284e+01,1.354346885813149299e+02
1.340000000000000036e+01,4.299999999999999933e-01,5.000000000000000000e+00,1.295600000000000000e+04,5.400000000000000000e+02,1.370000000000000000e+02,4.752000000000000313e+01,1.094493403979239048e+02
1.469999999999999929e+01,2.399999999999999911e-01,4.540000000000000036e+00,1.401600000000000000e+04,6.390000000000000000e+02,1.370000000000000000e+02,5.392000000000000171e+01,1.184039792387543741e+02
1.209999999999999964e+01,4.500000000000000111e-01,4.589999999999999858e+00,1.152600000000000000e+04,5.380000000000000000e+02,1.360000000000000000e+02,4.092000000000000171e+01,9.881687242798355442e+01
1.359999999999999964e+01,2.399999999999999911e-01,3.100000000000000089e+00,1.189400000000000000e+04,5.650000000000000000e+02,1.720000000000000000e+02,5.435999999999999943e+01,6.355588044184538887e+01
1.469999999999999929e+01,2.200000000000000011e-01,2.319999999999999840e+00,1.198800000000000000e+04,5.330000000000000000e+02,1.720000000000000000e+02,4.411999999999999744e+01,6.405817174515239287e+01
1.390000000000000036e+01,1.300000000000000044e-01,6.690000000000000391e+00,1.049300000000000000e+04,5.260000000000000000e+02,1.720000000000000000e+02,2.273000000000000043e+01,5.606960261276977064e+01
1.419999999999999929e+01,2.399999999999999911e-01,3.240000000000000213e+00,1.118100000000000000e+04,5.400000000000000000e+02,1.730000000000000000e+02,4.657000000000000028e+01,5.905324668739861238e+01
1.390000000000000036e+01,4.899999999999999911e-01,6.410000000000000142e+00,1.007200000000000000e+04,4.680000000000000000e+02,1.710000000000000000e+02,2.576000000000000156e+01,5.445501730103807603e+01
1.350000000000000000e+01,2.500000000000000000e-01,4.299999999999999822e+00,1.286200000000000000e+04,5.470000000000000000e+02,1.720000000000000000e+02,5.134000000000000341e+01,6.872841216100684392e+01
1.350000000000000000e+01,4.899999999999999911e-01,5.610000000000000320e+00,1.100700000000000000e+04,5.260000000000000000e+02,1.720000000000000000e+02,3.114999999999999858e+01,5.881617420744847635e+01
1.440000000000000036e+01,4.000000000000000083e-02,3.830000000000000071e+00,1.383000000000000000e+04,5.860000000000000000e+02,1.720000000000000000e+02,7.423999999999999488e+01,7.390094388016828475e+01
1.309999999999999964e+01,2.300000000000000100e-01,6.440000000000000391e+00,9.877000000000000000e+03,4.710000000000000000e+02,1.720000000000000000e+02,2.832000000000000028e+01,5.277799151875793626e+01
1.459999999999999964e+01,2.600000000000000089e-01,3.779999999999999805e+00,1.326800000000000000e+04,5.990000000000000000e+02,1.730000000000000000e+02,4.914999999999999858e+01,7.007588561384534387e+01
1.530000000000000071e+01,2.899999999999999800e-01,5.000000000000000000e+00,1.243700000000000000e+04,5.520000000000000000e+02,1.720000000000000000e+02,4.110000000000000142e+01,6.645741424711880541e+01
1.359999999999999964e+01,3.599999999999999867e-01,3.500000000000000000e+00,1.610400000000000000e+04,6.030000000000000000e+02,1.720000000000000000e+02,2.035999999999999943e+01,8.605211860059510798e+01
1.519999999999999929e+01,1.799999999999999933e-01,3.870000000000000107e+00,1.374600000000000000e+04,6.040000000000000000e+02,1.730000000000000000e+02,4.834000000000000341e+01,7.260047660897784283e+01
1.469999999999999929e+01,2.399999999999999911e-01,4.849999999999999645e+00,1.304000000000000000e+04,6.170000000000000000e+02,1.710000000000000000e+02,6.203999999999999915e+01,7.050173010380623850e+01
1.600000000000000000e+01,1.799999999999999933e-01,7.070000000000000284e+00,1.083100000000000000e+04,5.830000000000000000e+02,1.720000000000000000e+02,4.092000000000000171e+01,5.787571389487366957e+01
1.450000000000000000e+01,2.700000000000000178e-01,8.359999999999999432e+00,9.021000000000000000e+03,5.090000000000000000e+02,1.720000000000000000e+02,3.123999999999999844e+01,4.820393454396226929e+01
1.500000000000000000e+01,3.699999999999999956e-01,3.040000000000000036e+00,1.384800000000000000e+04,6.190000000000000000e+02,1.720000000000000000e+02,5.221000000000000085e+01,7.399712732122708303e+01
1.480000000000000071e+01,2.399999999999999911e-01,7.000000000000000000e+00,8.607000000000000000e+03,5.030000000000000000e+02,1.720000000000000000e+02,2.380000000000000071e+01,4.599171539961016464e+01
1.459999999999999964e+01,4.500000000000000111e-01,6.919999999999999929e+00,1.126900000000000000e+04,5.060000000000000000e+02,1.710000000000000000e+02,3.182000000000000028e+01,6.092668685121108751e+01
1.359999999999999964e+01,3.400000000000000244e-01,6.070000000000000284e+00,9.323000000000000000e+03,5.890000000000000000e+02,1.710000000000000000e+02,2.630000000000000071e+01,5.040549307958478664e+01
1.459999999999999964e+01,4.899999999999999911e-01,5.000000000000000000e+00,1.168000000000000000e+04,5.090000000000000000e+02,1.710000000000000000e+02,4.045000000000000284e+01,6.314878892733565152e+01
1.490000000000000036e+01,2.899999999999999800e-01,5.110000000000000320e+00,1.131300000000000000e+04,5.660000000000000000e+02,1.750000000000000000e+02,4.163000000000000256e+01,5.838473543400716181e+01
1.480000000000000071e+01,2.399999999999999911e-01,4.330000000000000071e+00,1.207600000000000000e+04,6.140000000000000000e+02,1.710000000000000000e+02,3.542000000000000171e+01,6.528979238754325820e+01
1.340000000000000036e+01,2.500000000000000000e-01,4.500000000000000000e+00,1.148500000000000000e+04,5.440000000000000000e+02,1.710000000000000000e+02,3.760000000000000142e+01,6.209450692041523467e+01
1.419999999999999929e+01,1.000000000000000056e-01,3.149999999999999911e+00,1.160300000000000000e+04,5.670000000000000000e+02,1.680000000000000000e+02,5.195000000000000284e+01,6.500658861916886622e+01
1.390000000000000036e+01,2.099999999999999922e-01,6.500000000000000000e+00,1.135500000000000000e+04,4.830000000000000000e+02,1.670000000000000000e+02,3.839000000000000057e+01,6.438593228335030005e+01
1.440000000000000036e+01,2.300000000000000100e-01,3.540000000000000036e+00,1.352200000000000000e+04,5.990000000000000000e+02,1.660000000000000000e+02,5.975000000000000000e+01,7.760560146923783975e+01
1.550000000000000000e+01,4.000000000000000083e-02,2.850000000000000089e+00,1.424400000000000000e+04,5.850000000000000000e+02,1.670000000000000000e+02,6.353000000000000114e+01,8.076734649441142722e+01
1.380000000000000071e+01,2.500000000000000000e-01,2.479999999999999982e+00,1.438500000000000000e+04,5.430000000000000000e+02,1.670000000000000000e+02,4.970000000000000284e+01,8.156685476847151506e+01
1.280000000000000071e+01,1.799999999999999933e-01,5.250000000000000000e+00,1.133400000000000000e+04,5.300000000000000000e+02,1.610000000000000000e+02,4.374000000000000199e+01,6.917724609375001421e+01
1.490000000000000036e+01,2.700000000000000178e-01,4.049999999999999822e+00,1.402600000000000000e+04,5.130000000000000000e+02,1.670000000000000000e+02,5.435000000000000142e+01,7.953122731891424735e+01
1.309999999999999964e+01,1.100000000000000006e-01,3.029999999999999805e+00,1.243900000000000000e+04,5.380000000000000000e+02,1.670000000000000000e+02,5.610999999999999943e+01,7.053250653215273758e+01
1.290000000000000036e+01,3.300000000000000155e-01,5.790000000000000036e+00,1.112100000000000000e+04,4.830000000000000000e+02,1.670000000000000000e+02,3.098000000000000043e+01,6.305908876469737123e+01
1.309999999999999964e+01,3.699999999999999956e-01,4.299999999999999822e+00,1.146000000000000000e+04,5.620000000000000000e+02,1.670000000000000000e+02,2.244999999999999929e+01,6.498131078530994387e+01
1.350000000000000000e+01,2.000000000000000111e-01,3.810000000000000053e+00,1.306200000000000000e+04,5.520000000000000000e+02,1.610000000000000000e+02,5.235000000000000142e+01,7.972412109375001421e+01
1.230000000000000071e+01,2.000000000000000111e-01,3.930000000000000160e+00,1.061800000000000000e+04,5.460000000000000000e+02,1.670000000000000000e+02,4.210000000000000142e+01,6.020694222673830609e+01
1.419999999999999929e+01,5.400000000000000355e-01,4.889999999999999680e+00,1.355200000000000000e+04,5.950000000000000000e+02,1.670000000000000000e+02,4.350000000000000000e+01,7.684351865292498474e+01
1.450000000000000000e+01,4.899999999999999911e-01,4.740000000000000213e+00,1.079900000000000000e+04,5.710000000000000000e+02,1.670000000000000000e+02,2.221999999999999886e+01,6.123326135868779119e+01
1.319999999999999929e+01,1.900000000000000022e-01,3.870000000000000107e+00,1.257900000000000000e+04,5.990000000000000000e+02,1.670000000000000000e+02,5.364999999999999858e+01,7.132634453476559599e+01
1.390000000000000036e+01,2.099999999999999922e-01,2.700000000000000178e+00,1.122600000000000000e+04,5.160000000000000000e+02,1.670000000000000000e+02,4.835000000000000142e+01,6.365446726665701505e+01
1.290000000000000036e+01,3.200000000000000067e-01,5.429999999999999716e+00,1.200400000000000000e+04,4.940000000000000000e+02,1.670000000000000000e+02,4.364999999999999858e+01,6.806593845260563569e+01
1.459999999999999964e+01,2.099999999999999922e-01,3.700000000000000178e+00,8.690000000000000000e+03,5.110000000000000000e+02,1.680000000000000000e+02,4.182999999999999829e+01,4.868631001470114938e+01
1.409999999999999964e+01,2.300000000000000100e-01,4.629999999999999893e+00,9.759000000000000000e+03,4.540000000000000000e+02,1.670000000000000000e+02,3.246999999999999886e+01,5.533617905356367572e+01
1.450000000000000000e+01,7.000000000000000666e-02,1.959999999999999964e+00,2.178100000000000000e+04,7.430000000000000000e+02,1.670000000000000000e+02,9.179999999999999716e+01,1.235041823922195334e+02
1.350000000000000000e+01,2.099999999999999922e-01,4.110000000000000320e+00,1.255300000000000000e+04,4.700000000000000000e+02,1.660000000000000000e+02,3.128000000000000114e+01,7.204430670339762344e+01
1.469999999999999929e+01,1.900000000000000022e-01,2.700000000000000178e+00,1.086700000000000000e+04,4.960000000000000000e+02,1.670000000000000000e+02,4.415999999999999659e+01,6.161883981709974734e+01
1.500000000000000000e+01,2.600000000000000089e-01,3.770000000000000018e+00,1.749400000000000000e+04,6.750000000000000000e+02,1.660000000000000000e+02,5.150000000000000000e+01,1.004017447199265689e+02
1.319999999999999929e+01,1.700000000000000122e-01,3.540000000000000036e+00,1.372100000000000000e+04,6.460000000000000000e+02,1.670000000000000000e+02,4.146999999999999886e+01,7.780179452750765279e+01
1.569999999999999929e+01,2.600000000000000089e-01,2.479999999999999982e+00,2.012100000000000000e+04,7.020000000000000000e+02,1.660000000000000000e+02,4.243999999999999773e+01,1.154786501377410701e+02
1.530000000000000071e+01,1.600000000000000033e-01,4.570000000000000284e+00,1.704400000000000000e+04,6.620000000000000000e+02,1.660000000000000000e+02,7.031000000000000227e+01,9.781910009182739429e+01
1.480000000000000071e+01,2.500000000000000000e-01,5.230000000000000426e+00,1.270000000000000000e+04,5.550000000000000000e+02,1.680000000000000000e+02,3.335000000000000142e+01,7.115260496970132920e+01
1.509999999999999964e+01,1.100000000000000006e-01,2.529999999999999805e+00,1.307500000000000000e+04,5.120000000000000000e+02,1.670000000000000000e+02,5.700000000000000000e+01,7.413879917259401964e+01
1.459999999999999964e+01,4.799999999999999822e-01,3.430000000000000160e+00,1.477500000000000000e+04,5.280000000000000000e+02,1.660000000000000000e+02,6.423999999999999488e+01,8.479683195592289735e+01
1.619999999999999929e+01,3.900000000000000133e-01,3.299999999999999822e+00,1.001700000000000000e+04,6.740000000000000000e+02,1.680000000000000000e+02,1.625000000000000000e+01,5.612091684893687216e+01
1.590000000000000036e+01,1.600000000000000033e-01,3.720000000000000195e+00,1.938500000000000000e+04,7.370000000000000000e+02,1.660000000000000000e+02,6.278999999999999915e+01,1.112545913682277643e+02
1.419999999999999929e+01,2.700000000000000178e-01,4.269999999999999574e+00,1.124900000000000000e+04,5.000000000000000000e+02,1.660000000000000000e+02,3.246999999999999886e+01,6.456037649219469188e+01
1.519999999999999929e+01,1.900000000000000022e-01,3.220000000000000195e+00,1.233900000000000000e+04,6.540000000000000000e+02,1.670000000000000000e+02,4.372999999999999687e+01,6.996547938742925510e+01
1.590000000000000036e+01,8.000000000000000167e-02,2.569999999999999840e+00,2.151700000000000000e+04,7.200000000000000000e+02,1.670000000000000000e+02,6.948000000000000398e+01,1.220072307301495584e+02
1.639999999999999858e+01,8.000000000000000167e-02,1.979999999999999982e+00,2.212100000000000000e+04,6.910000000000000000e+02,1.660000000000000000e+02,8.281000000000000227e+01,1.269570707070707272e+02
1.550000000000000000e+01,1.700000000000000122e-01,2.359999999999999876e+00,1.997700000000000000e+04,6.650000000000000000e+02,1.670000000000000000e+02,6.487999999999999545e+01,1.132750127014080874e+02
1.580000000000000071e+01,2.300000000000000100e-01,3.740000000000000213e+00,1.180100000000000000e+04,6.570000000000000000e+02,1.670000000000000000e+02,2.314000000000000057e+01,6.691487334881698246e+01
1.380000000000000071e+01,2.399999999999999911e-01,2.899999999999999911e+00,1.301300000000000000e+04,5.810000000000000000e+02,1.670000000000000000e+02,4.913000000000000256e+01,7.378724234286546846e+01
1.519999999999999929e+01,5.000000000000000278e-02,2.850000000000000089e+00,1.737400000000000000e+04,6.230000000000000000e+02,1.660000000000000000e+02,6.579000000000000625e+01,9.971303948576678522e+01
1.309999999999999964e+01,2.500000000000000000e-01,4.809999999999999609e+00,9.380000000000000000e+03,5.920000000000000000e+02,1.810000000000000000e+02,1.739000000000000057e+01,4.523533950617284916e+01
1.509999999999999964e+01,5.000000000000000278e-02,2.470000000000000195e+00,1.743400000000000000e+04,6.110000000000000000e+02,1.670000000000000000e+02,7.207999999999999829e+01,9.885551241109018861e+01
1.400000000000000000e+01,5.999999999999999778e-02,3.270000000000000018e+00,1.590200000000000000e+04,5.960000000000000000e+02,1.670000000000000000e+02,6.382000000000000028e+01,9.016865655392659562e+01
1.550000000000000000e+01,8.000000000000000167e-02,3.830000000000000071e+00,1.521600000000000000e+04,5.830000000000000000e+02,1.660000000000000000e+02,6.150000000000000000e+01,8.732782369146008250e+01
1.440000000000000036e+01,5.999999999999999778e-02,2.560000000000000053e+00,1.718300000000000000e+04,6.090000000000000000e+02,1.670000000000000000e+02,5.738000000000000256e+01,9.743227427783426720e+01
1.519999999999999929e+01,3.300000000000000155e-01,4.059999999999999609e+00,1.572800000000000000e+04,6.210000000000000000e+02,1.670000000000000000e+02,5.261999999999999744e+01,8.918202932210775202e+01
1.390000000000000036e+01,2.000000000000000111e-01,2.890000000000000124e+00,1.579500000000000000e+04,6.680000000000000000e+02,1.650000000000000000e+02,5.677000000000000313e+01,9.175969475014875343e+01
4.089999999999999858e+01,1.700000000000000122e-01,3.370000000000000107e+00,1.298900000000000000e+04,6.210000000000000000e+02,1.670000000000000000e+02,4.042000000000000171e+01,7.365115582813183437e+01
1.380000000000000071e+01,2.300000000000000100e-01,4.169999999999999929e+00,1.595200000000000000e+04,5.640000000000000000e+02,1.600000000000000000e+02,6.349000000000000199e+01,9.859182785491083223e+01
1.509999999999999964e+01,7.000000000000000666e-02,2.490000000000000213e+00,1.673500000000000000e+04,5.920000000000000000e+02,1.660000000000000000e+02,6.720000000000000284e+01,9.604568411386595983e+01
1.480000000000000071e+01,2.099999999999999922e-01,3.569999999999999840e+00,1.421500000000000000e+04,6.050000000000000000e+02,1.660000000000000000e+02,4.950000000000000000e+01,8.158287419651058769e+01
